Module,File path,Related route,File type,Hard-coded literal count,Shared translation usage,Translation mechanism,Current status,Last recheck,Remaining notes
services,src/modules/services/pages/ServicesPage.tsx,/providers/:providerId/services,Page,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Add service; New service; No services yet; Provider-specific prices, names, durations and booking settings.; Services"
slotdrop-studio,src/modules/slotdrop-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Provider Slot Drops; SlotDrop Admin; SlotDrop Studio
slotdrop-studio,src/modules/slotdrop-studio/pages/AdminPage.tsx,/admin/slotdrop-studio,Page,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Active; Approve; Approve last-minute availability drops, supervise claims, and protect customers from unsafe urgency or unmanaged offers.; Approved; Drop moderation; Events 30d"
slotdrop-studio,src/modules/slotdrop-studio/pages/ProviderPage.tsx,/providers/:providerId/slotdrop-studio,Page,32,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active drops; Approved drops; Cancellation; Consultation day; Create a slot drop; Drop title
slotdrop-studio,src/modules/slotdrop-studio/pages/PublicSlotDropsPage.tsx,/providers/:providerId/slot-drops,Page,19,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active openings; Any future opening; Country; Email; General request; In-app
staff,src/modules/staff/components/StaffForm.tsx,,Component,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active; Biography - English; Biography - Persian; Edit staff; Name - English; Name - Persian
staff,src/modules/staff/components/StaffManager.tsx,,Component,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Add staff; Biography; Create staff; Edit; Name - English; Name - Persian
staff,src/modules/staff/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Edit staff; Manage My Staff Profile; Staff
staff,src/modules/staff/pages/AdminStaffPage.tsx,/admin/staff,Page,32,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active profile and link; Active profiles; All providers; All statuses; Approved claim; Approved claims
staff,src/modules/staff/pages/EditStaffPage.tsx,/providers/:providerId/staff/:providerStaffId/edit,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Edit staff; Update staff profile, title, specialty, image and active status."
staff,src/modules/staff/pages/SelfStaffProfilePage.tsx,/staff/:staffId/profile,Page,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Biography (en-US); Biography (fa-IR); Manage my LSevin staff profile; Name (en-US); Name (fa-IR); Profile image URL
staff,src/modules/staff/pages/StaffPage.tsx,/providers/:providerId/staff,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Create and link specialists, doctors, trainers or employees to this provider.; Staff"
support,src/modules/support/components/SupportManager.tsx,,Component,17,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Closed; High; In progress; Low; Message; New ticket
support,src/modules/support/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Provider support; Support
support,src/modules/support/pages/ProviderSupportPage.tsx,/providers/:providerId/support,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Create and manage support tickets for this provider workspace.; Provider support
support,src/modules/support/pages/SupportPage.tsx,/support,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Support; Support tickets across all providers assigned to your LSevin account.
ticketing,src/modules/ticketing/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Provider Tickets; Ticketing Inbox
ticketing,src/modules/ticketing/pages/AdminPage.tsx,/admin/tickets,Page,23,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Admin actions; Assignee user ID; Closed; High; In progress; Internal note only
ticketing,src/modules/ticketing/pages/ProviderPage.tsx,/providers/:providerId/tickets,Page,24,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Attachment URL; Billing; Booking; Content; Department; High
trust-studio,src/modules/trust-studio/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Provider Trust; Trust Studio
trust-studio,src/modules/trust-studio/pages/AdminPage.tsx,/admin/trust-studio,Page,19,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Apply; Approve; Award badge; Badge title; Moderate credentials, facility proof, badges and public trust questions before they influence customer booking decisions.; No submitted trust assets."
trust-studio,src/modules/trust-studio/pages/ProviderPage.tsx,/providers/:providerId/trust-studio,Page,52,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Aftercare; Anonymized customer story title; Approved assets; Approved internal seed; Asset title; Assets & badges
trust-studio,src/modules/trust-studio/pages/PublicTrustPage.tsx,/providers/:providerId/trust,Page,12,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Ask about licenses, certificates, aftercare or facility proof; Ask about trust / verification; Compare provider; Customer stories; Email; LSevin verification summary"
admin-governance,src/modules/admin-governance/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
arrival-checkin-studio,src/modules/arrival-checkin-studio/actions.ts,,Support,0,Yes,i18n,Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
audience-growth,src/modules/audience-growth/actions.ts,,Support,0,Yes,i18n,Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
audience-growth,src/modules/audience-growth/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
availability,src/modules/availability/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
availability,src/modules/availability/pages/AvailabilityPage.tsx,/providers/:providerId/availability,Page,0,Yes,"getPortalLocale, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
booking-management,src/modules/booking-management/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
bookings,src/modules/bookings/actions.ts,,Support,0,Yes,i18n,Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
bookings,src/modules/bookings/pages/BookingsPage.tsx,/providers/:providerId/bookings,Page,0,Yes,"getPortalLocale, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
boost-studio,src/modules/boost-studio/actions.ts,,Support,0,Yes,i18n,Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
boost-studio,src/modules/boost-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
business-growth,src/modules/business-growth/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
business-growth,src/modules/business-growth/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
care-journey,src/modules/care-journey/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
care-journey,src/modules/care-journey/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
challenge-studio,src/modules/challenge-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
challenge-studio,src/modules/challenge-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
class-group-studio,src/modules/class-group-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
community-studio,src/modules/community-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
community-studio,src/modules/community-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
concierge-studio,src/modules/concierge-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
concierge-studio,src/modules/concierge-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
consent-studio,src/modules/consent-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
consent-studio,src/modules/consent-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
consultation-studio,src/modules/consultation-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
consultation-studio,src/modules/consultation-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
content-studio,src/modules/content-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
content-studio,src/modules/content-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
conversation-studio,src/modules/conversation-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
conversion-studio,src/modules/conversion-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
conversion-studio,src/modules/conversion-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
customer-case-studio,src/modules/customer-case-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
customer-decision,src/modules/customer-decision/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
customer-decision,src/modules/customer-decision/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
customer-engagement,src/modules/customer-engagement/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
customer-relationship-studio,src/modules/customer-relationship-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
document-intake-studio,src/modules/document-intake-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
document-intake-studio,src/modules/document-intake-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
feedback-recovery-studio,src/modules/feedback-recovery-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
field-dispatch-studio,src/modules/field-dispatch-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
finance,src/modules/finance/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
gift-card-studio,src/modules/gift-card-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
household-caregiver-studio,src/modules/household-caregiver-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
lead-pipeline-studio,src/modules/lead-pipeline-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
lead-pipeline-studio,src/modules/lead-pipeline-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
live-engagement,src/modules/live-engagement/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
live-engagement,src/modules/live-engagement/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
loyalty-studio,src/modules/loyalty-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
loyalty-studio,src/modules/loyalty-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
media,src/modules/media/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
media-library,src/modules/media-library/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
membership-studio,src/modules/membership-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
notifications-module,src/modules/notifications-module/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
offers,src/modules/offers/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
onboarding,src/modules/onboarding/actions.ts,,Support,0,Yes,"getPortalLocale, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,No probable hard-coded user-facing literals detected.
onboarding,src/modules/onboarding/approval-errors.ts,,Support,0,Yes,"Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,Batch 64 conversion complete; eight locales and locale-aware server/runtime messages.
onboarding,src/modules/onboarding/pages/AdminApplicationPage.tsx,/admin/applications/:applicationId,Page,1,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,Batch 64 conversion complete; eight locales and locale-aware server/runtime messages.
onboarding,src/modules/onboarding/pages/AdminApplicationsPage.tsx,/admin/applications,Page,0,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,Batch 64 conversion complete; eight locales and locale-aware server/runtime messages.
package-studio,src/modules/package-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
package-studio,src/modules/package-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
partner-studio,src/modules/partner-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
partner-studio,src/modules/partner-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
payment-billing,src/modules/payment-billing/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
pricing-plans,src/modules/pricing-plans/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
progress-outcomes-studio,src/modules/progress-outcomes-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
proposal-studio,src/modules/proposal-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
proposal-studio,src/modules/proposal-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-access,src/modules/provider-access/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/pages/AdminFinancePage.tsx,,Page,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/pages/ProviderFinancePage.tsx,,Page,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/pages/ProviderReportsPage.tsx,,Page,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/pages/ProviderSettlementsPage.tsx,,Page,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-finance-analytics,src/modules/provider-finance-analytics/pages/ProviderWalletPage.tsx,,Page,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
provider-portal,src/modules/provider-portal/actions.ts,,Support,0,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 65 claims, ownership and moderation conversion complete; eight locales, localized metadata, Core multilingual fields and locale-aware server actions."
provider-portal,src/modules/provider-portal/api.ts,,Support,0,Yes,"Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 66 launch-readiness conversion complete; 43 checklist labels in eight locales, localized runtime copy/statuses, direction-safe pages and locale-aware public API."
provider-portal,src/modules/provider-portal/module.tsx,,Support,0,Yes,i18n,Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 65 claims, ownership and moderation conversion complete; eight locales, localized metadata, Core multilingual fields and locale-aware server actions."
provider-portal,src/modules/provider-portal/pages/AdminLaunchReadinessPage.tsx,/admin/provider-launch-readiness,Page,0,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 66 launch-readiness conversion complete; 43 checklist labels in eight locales, localized runtime copy/statuses, direction-safe pages and locale-aware public API."
provider-portal,src/modules/provider-portal/pages/AdminPage.tsx,/admin/provider-claims,Page,0,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 65 claims, ownership and moderation conversion complete; eight locales, localized metadata, Core multilingual fields and locale-aware server actions."
provider-portal,src/modules/provider-portal/pages/LaunchReadinessPage.tsx,/providers/:providerId/launch-readiness,Page,0,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 66 launch-readiness conversion complete; 43 checklist labels in eight locales, localized runtime copy/statuses, direction-safe pages and locale-aware public API."
provider-portal,src/modules/provider-portal/pages/ModerationPage.tsx,/admin/moderation,Page,1,Yes,"getPortalLocale, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 65 claims, ownership and moderation conversion complete; eight locales, localized metadata, Core multilingual fields and locale-aware server actions."
provider-portal,src/modules/provider-portal/pages/ProviderPage.tsx,/providers/:providerId/portal,Page,0,Yes,"getPortalLocale, LocalizedField, LocaleSelect, Copy, i18n",Rechecked,2026-07-17T01:37:41.492869+00:00,"Batch 65 claims, ownership and moderation conversion complete; eight locales, localized metadata, Core multilingual fields and locale-aware server actions."
providers,src/modules/providers/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
rebooking-studio,src/modules/rebooking-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
referral-growth,src/modules/referral-growth/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
referral-growth,src/modules/referral-growth/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
reporting-analytics,src/modules/reporting-analytics/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
reviews,src/modules/reviews/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
reviews-standalone,src/modules/reviews-standalone/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
services,src/modules/services/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
slotdrop-studio,src/modules/slotdrop-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
slotdrop-studio,src/modules/slotdrop-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
staff,src/modules/staff/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
support,src/modules/support/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
ticketing,src/modules/ticketing/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
trust-studio,src/modules/trust-studio/actions.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
trust-studio,src/modules/trust-studio/api.ts,,Support,0,No,,Needs explicit phrase verification,2026-07-17T01:37:41.492869+00:00,No obvious literal found; verify runtime-generated and metadata copy.
